25	5	33
32	19	19
11	42	6
27	46	33
26	50	27
11	18	5
29	45	41
50	8	34
10	48	18
17	18	11
13	9	46
41	43	10
7	10	7
13	39	32
7	7	11
22	17	26
18	46	9
43	39	38
25	10	33
14	5	16
22	18	16
28	38	41
27	7	22
38	13	12
37	40	8
35	8	10
10	31	43
28	29	24
14	10	7
48	10	17
43	31	16
28	18	37
44	14	42
37	21	44
49	39	23
20	32	37
14	44	21
15	47	20
17	37	10
25	9	4
32	49	36
30	21	31
26	30	3
45	22	46
50	17	34
19	4	11
11	35	46
30	26	50
34	21	50
19	34	30
24	41	37
25	18	18
36	10	34
45	46	32
9	15	17
38	21	42
10	35	34
18	48	25
25	33	30
36	38	43
46	39	29
21	28	46
42	30	22
11	7	46
7	49	38
47	23	14
25	28	18
5	42	25
28	44	12
3	26	26
43	14	37
13	31	7
24	29	38
38	6	29
4	30	25
33	49	22
49	39	39
28	42	19
14	30	38
21	23	14
12	30	43
49	8	17
41	20	38
3	35	39
20	17	11
49	33	21
41	34	43
37	6	6
42	46	12
28	27	46
37	32	16
35	48	30
14	13	33
30	20	16
40	18	17
18	35	30
26	9	34
16	27	8
30	50	3
48	9	50
37	5	23
21	36	39
18	45	24
23	42	49
21	42	20
41	24	26
23	7	43
15	38	6
28	4	17
10	44	46
7	30	31
3	49	7
38	22	41
40	44	19
37	48	42
50	19	36
47	12	34
49	6	17
18	12	22
5	3	4
15	50	6
29	47	22
31	6	40
39	40	20
6	15	45
28	29	12
28	20	12
24	38	22
19	10	38
39	49	36
50	15	14
44	30	10
45	41	24
16	23	11
27	35	13
50	6	19
19	50	32
29	50	47
15	48	36
14	21	20
30	16	30
35	26	22
21	18	15
24	40	28
31	29	32
8	8	11
44	10	45
48	37	16
35	8	40
25	6	39
23	35	33
45	38	25
27	41	38
32	37	16
10	31	9
10	46	9
49	42	37
12	39	31
43	49	36
50	34	13
15	29	9
43	6	35
31	11	39
20	10	36
10	19	42
25	26	6
35	44	50
31	34	12
11	21	28
43	43	5
16	11	34
36	8	28
18	40	11
49	32	29
8	42	18
26	24	27
35	29	37
17	10	35
13	29	18
34	40	32
21	40	21
32	26	29
14	8	45
17	20	21
7	26	45
48	30	14
28	31	38
32	22	5
29	4	5
44	36	43
16	15	42
33	23	28
44	19	29
16	26	12
16	37	18
33	41	26
14	19	36
9	27	25
34	29	35
4	27	45
48	19	8
4	29	37
19	3	46
42	16	49
46	12	5
20	10	17
24	9	40
19	7	39
26	50	45
14	28	20
43	13	8
5	13	40
12	23	30
11	4	12
9	45	15
35	19	36
43	48	29
43	44	4
46	29	22
8	11	7
48	31	26
8	38	26
11	37	9
35	19	32
34	11	13
16	37	41
13	3	14
13	3	46
33	37	21
6	28	14
19	16	11
4	14	50
41	31	19
29	38	35
10	28	18
39	7	26
10	19	35
42	35	26
45	9	42
49	39	29
8	38	29
30	11	37
21	21	18
49	44	26
33	31	17
33	28	18
34	26	22
28	10	40
37	34	47
27	30	6
25	13	16
10	8	36
22	39	12
38	5	43
12	15	11
47	50	20
10	13	34
19	15	35
29	16	3
16	31	22
22	48	32
18	10	25
37	19	30
15	8	18
33	16	26
47	50	45
27	32	30
23	16	36
34	19	33
23	29	32
43	48	48
44	29	40
38	4	24
24	50	18
35	10	22
35	6	18
25	32	37
23	32	41
50	25	42
20	26	38
26	43	14
29	10	24
9	12	27
15	28	10
3	38	19
18	3	41
14	6	36
46	18	18
12	49	7
43	6	33
26	45	44
50	44	5
31	13	12
35	26	27
34	19	13
9	6	17
24	41	12
4	48	48
13	38	8
22	34	24
32	14	12
36	23	6
29	13	22
40	38	24
10	9	33
37	5	33
35	4	5
20	6	27
39	47	45
34	44	39
47	35	9
9	34	41
11	22	6
32	9	36
42	44	14
26	15	20
36	40	14
18	30	16
9	19	26
24	49	42
8	23	7
36	30	12
24	9	39
4	46	36
48	17	10
46	49	32
38	3	28
5	37	17
16	36	11
37	13	41
33	50	4
32	40	18
12	3	11
33	34	41
29	6	46
34	49	4
28	19	18
18	10	8
26	6	28
44	21	19
10	16	50
46	29	6
16	23	45
26	4	7
30	34	35
43	39	42
48	25	5
31	29	25
11	43	21
3	3	30
38	50	31
15	38	37
45	50	19
14	47	30
9	10	28
28	29	7
34	13	9
22	21	22
41	33	38
43	37	17
18	4	50
11	11	19
20	16	50
14	41	18
6	48	48
8	14	31
17	42	48
30	16	41
27	30	32
38	24	20
40	39	6
7	15	5
33	44	5
20	16	17
44	49	39
24	44	19
19	36	21
18	4	20
15	12	40
44	43	9
16	40	30
40	50	38
26	9	18
37	19	30
7	27	6
15	49	41
24	42	14
44	19	8
17	16	48
24	26	20
17	27	10
38	27	23
16	45	38
44	29	31
23	41	12
20	31	32
11	32	40
38	21	32
39	21	46
35	24	7
10	3	12
22	12	28
41	20	23
29	15	14
18	27	34
37	13	30
3	12	49
31	50	21
22	32	21
16	7	27
15	9	28
17	18	28
9	31	20
24	37	16
30	17	19
46	6	46
22	17	6
40	28	48
8	14	41
31	30	27
43	26	35
49	50	18
34	6	29
4	37	27
36	11	25
20	24	21
12	10	43
3	34	17
26	7	29
36	43	20
6	50	4
21	37	22
49	6	30
42	10	4
44	43	13
14	50	47
7	8	48
31	22	34
30	13	35
27	12	16
28	36	32
26	20	10
32	14	11
26	27	37
25	14	21
31	43	9
22	47	22
19	7	33
30	36	18
13	20	37
20	29	20
36	27	26
50	36	22
16	15	5
22	49	36
23	22	30
11	15	8
21	37	43
21	43	43
31	13	7
7	32	36
19	22	6
24	16	45
16	12	40
26	41	16
32	33	27
16	37	46
16	34	26
33	27	29
22	46	49
20	45	6
47	8	34
26	26	42
5	19	39
26	22	13
43	23	46
27	50	26
6	25	25
42	20	21
13	12	12
29	39	5
31	24	34
17	50	32
17	40	7
3	45	49
46	3	38
16	3	32
23	4	29
4	11	23
34	29	39
20	13	5
34	41	39
50	37	36
15	38	34
37	14	33
10	21	47
32	33	42
41	5	15
38	7	19
49	14	27
43	37	36
23	4	18
9	23	24
42	34	18
18	20	41
18	36	31
14	13	50
35	15	10
42	22	21
38	3	26
36	23	29
38	28	32
31	32	15
12	27	5
24	32	46
41	5	6
23	13	27
35	49	12
19	22	20
5	9	49
17	16	36
43	7	47
38	49	7
36	33	42
29	43	43
33	24	5
34	47	8
50	43	32
28	31	45
29	33	39
9	6	49
45	29	4
38	15	11
37	27	16
29	19	27
26	13	5
38	33	7
49	44	3
18	19	30
41	3	24
13	33	12
25	47	7
17	22	9
39	26	26
3	4	45
15	36	40
29	34	28
34	11	43
32	6	3
20	39	49
50	42	19
4	7	4
33	27	11
35	35	31
12	25	9
26	18	24
11	24	11
47	30	50
48	12	3
30	28	22
34	21	25
34	8	5
26	33	39
29	10	34
14	34	10
20	50	29
34	5	44
17	25	22
49	21	25
37	10	39
42	20	19
13	21	19
29	19	37
31	15	45
16	13	7
21	36	31
5	15	29
14	42	9
45	6	34
11	29	45
42	35	21
12	16	6
43	22	38
23	26	26
36	44	4
26	4	40
33	8	21
40	35	4
7	6	19
16	10	20
13	34	6
42	18	4
5	48	7
45	16	14
39	47	18
14	3	15
6	28	28
3	8	7
19	19	42
24	47	20
29	19	10
28	14	13
27	38	5
6	21	6
5	13	20
28	28	24
6	23	22
13	50	19
22	25	31
35	44	18
22	41	7
37	23	19
26	37	8
17	24	48
5	17	13
34	11	3
29	14	3
46	50	26
9	38	26
4	25	16
30	5	11
23	38	3
9	21	20
5	29	17
13	12	44
47	8	15
32	41	44
16	31	16
19	20	29
9	43	24
33	26	6
46	24	49
47	34	12
5	7	21
42	30	47
48	38	11
50	28	36
48	15	29
38	24	36
10	32	49
49	23	15
37	32	12
39	40	25
42	16	22
44	46	31
50	50	12
33	13	22
42	11	23
15	23	33
26	3	16
28	33	37
35	33	49
29	14	24
43	32	25
6	3	41
47	24	33
5	38	24
33	17	12
47	37	40
7	37	43
9	33	39
25	29	12
6	27	42
8	45	44
33	3	31
48	47	35
4	36	11
43	19	20
24	38	21
49	7	47
8	25	29
28	16	43
36	22	23
28	14	44
27	21	34
31	17	37
49	18	14
3	22	11
44	16	39
28	14	18
20	24	48
11	38	23
8	34	20
10	20	49
25	46	21
23	13	22
43	17	23
11	42	4
46	24	5
33	18	42
13	12	39
27	41	7
7	8	42
30	38	30
21	38	18
14	49	8
48	45	7
31	7	44
33	36	29
27	3	33
10	20	48
36	48	17
15	30	5
32	14	15
39	18	11
40	22	41
49	39	21
7	32	11
13	39	8
6	25	16
35	4	50
22	20	12
36	22	46
13	7	34
34	13	29
18	19	9
27	9	8
47	33	36
34	17	8
5	11	47
24	6	19
13	25	14
39	15	22
46	27	10
10	15	7
29	44	11
43	16	14
35	29	27
23	37	19
21	5	23
14	41	50
33	49	45
32	42	48
50	41	20
11	31	20
36	44	33
32	39	33
44	18	37
16	17	40
14	21	17
20	35	36
50	25	34
35	41	24
3	46	15
32	20	16
29	18	6
16	15	9
19	11	11
11	22	4
29	27	19
50	26	5
18	26	24
18	16	7
18	42	50
3	4	37
41	45	45
50	39	49
16	40	4
50	26	36
50	48	17
11	40	40
17	33	28
10	16	23
20	38	37
26	43	17
32	49	3
17	30	9
12	6	48
9	40	29
16	7	20
49	25	15
25	34	11
7	24	7
40	3	19
21	35	26
46	22	15
35	45	16
40	41	14
29	50	38
33	9	7
39	47	20
40	42	49
50	4	20
42	10	40
6	7	24
15	49	44
10	9	6
47	17	14
24	35	39
15	7	6
39	31	49
5	7	13
18	25	27
10	16	10
23	23	7
14	22	33
4	46	14
39	19	44
41	21	30
42	45	5
31	13	39
44	30	30
25	28	36
30	37	22
34	3	7
35	47	5
47	23	10
9	13	46
15	29	18
14	30	20
17	16	46
25	30	32
39	18	21
29	40	49
19	33	40
14	36	21
15	10	9
44	22	36
19	36	36
18	23	35
23	9	37
9	36	14
48	10	33
45	33	29
40	34	46
37	49	46
47	49	49
18	40	33
17	43	17
41	19	27
33	48	32
12	19	20
19	48	20
31	5	44
13	44	50
24	39	40
39	21	29
39	48	38
39	20	18
34	7	40
40	19	32
33	7	12
45	45	28
3	34	12
7	8	11
43	5	4
6	20	47
45	30	26
19	22	49
41	7	22
9	39	8
43	26	3
11	15	32
49	13	14
25	29	41
39	15	5
17	11	38
12	10	3
6	39	13
17	9	32
5	9	50
27	37	24
32	12	47
34	21	9
6	36	49
36	32	40
27	38	39
15	12	27
18	18	27
10	7	36
6	38	22
43	29	34
23	7	37
49	22	49
9	37	21
50	35	25
42	34	24
3	29	44
16	3	6
35	48	23
23	50	21
21	49	29
50	30	18
6	9	24
11	27	42
22	49	22
29	44	21
46	12	25
13	49	16
18	32	38
28	15	34
34	24	44
18	22	31
3	42	22
5	4	27
38	40	18
10	47	37
19	50	27
21	35	46
15	14	20
18	34	30
21	31	18
17	5	11
20	18	39
15	18	49
37	22	32
44	25	6
35	36	31
7	25	47
38	10	36
34	46	25
25	13	32
4	48	27
27	20	40
38	38	38
5	20	16
5	42	34
26	3	20
25	18	37
29	43	3
22	29	47
26	33	34
49	43	44
6	21	44
34	19	42
15	25	11
15	47	50
7	31	40
21	22	26
24	14	37
9	42	44
35	30	22
33	29	20
28	8	16
30	27	7
32	3	9
24	33	7
34	37	19
38	44	16
29	17	7
19	17	34
26	6	27
10	9	35
41	9	38
37	5	41
16	4	5
43	5	40
13	36	3
26	46	5
33	13	5
38	13	39
49	33	46
26	49	11
22	34	35
7	18	22
4	26	30
34	11	23
26	29	25
7	23	31
40	15	18
8	10	19
22	35	44
21	45	19
50	5	47
37	42	11
49	16	15
16	36	40
36	44	8
32	16	42
42	34	18
14	36	15
23	11	33
4	11	28
9	35	27
12	5	27
8	10	8
20	9	11
27	12	20
48	9	26
28	47	24
35	7	29
28	49	32
15	35	48
35	28	28
10	39	12
46	41	34
15	45	47
14	8	12
13	44	23
35	25	15
4	38	26
30	21	12
29	29	25
23	4	13
33	37	50
41	15	3
37	39	5
20	34	38
13	25	35
4	20	35
8	14	36
46	45	25
35	13	31
48	45	25
8	42	43
38	47	37
31	27	21
12	23	3
33	21	37
20	10	23
45	29	40
31	38	29
35	6	23
15	4	42
40	37	22
34	31	11
17	39	3
36	20	18
5	45	40
19	21	43
11	24	28
12	14	26
13	4	16
6	45	22
47	30	35
4	10	5
50	12	24
38	30	17
28	20	29
30	29	41
11	30	6
22	6	22
35	38	16
29	4	21
10	17	17
43	21	29
46	29	25
40	37	33
45	23	25
37	36	17
14	15	8
22	4	4
41	25	32
38	29	47
8	25	39
13	47	8
31	5	28
13	8	24
8	29	36
11	20	39
14	48	11
39	45	46
16	17	35
31	4	50
3	18	4
44	28	45
41	18	50
23	33	45
8	20	13
49	29	21
40	24	3
16	22	4
12	35	14
44	35	17
12	46	18
29	47	6
32	46	35
16	50	24
38	18	46
33	33	7
24	24	44
12	42	10
37	20	10
30	41	21
27	12	46
50	5	45
45	4	43
23	4	37
24	19	27
20	27	25
37	39	11
48	14	13
41	39	18
36	16	14
43	12	18
32	37	31
12	23	7
4	39	18
33	23	7
4	38	5
23	41	29
36	13	18
19	37	38
36	13	21
50	45	50
13	30	20
38	20	39
14	27	43
31	45	38
32	50	47
11	25	48
7	10	25
44	34	23
6	21	39
17	20	37
47	50	45
25	11	7
21	34	49
18	38	50
34	44	32
36	34	46
16	6	24
18	18	29
29	9	37
33	39	46
18	32	28
37	10	8
47	32	39
29	14	5
24	25	25
40	33	30
34	18	34
49	5	32
18	28	23
34	8	17
17	37	33
30	42	43
37	6	37
24	38	5
26	47	29
21	5	45
40	23	36
22	37	16
22	8	7
17	48	15
22	45	41
46	50	38
31	6	28
41	8	13
49	50	11
36	7	32
49	47	26
30	4	43
14	28	38
20	30	14
37	37	9
13	26	3
49	31	22
19	31	9
32	11	6
3	29	25
29	10	30
6	39	50
19	4	21
43	44	45
40	32	44
30	45	12
48	18	32
17	42	11
20	40	27
49	18	33
9	9	50
23	45	47
46	45	49
31	41	10
27	35	16
38	26	13
27	30	47
6	50	29
29	28	29
26	19	3
34	21	27
21	8	11
14	18	43
42	13	33
8	27	12
26	30	3
42	31	10
41	10	32
9	4	22
40	18	29
42	16	15
41	30	29
6	19	19
3	5	34
34	4	45
35	40	16
13	18	44
10	47	31
21	3	8
16	40	38
3	13	31
19	8	31
42	9	42
20	44	43
15	35	31
27	36	46
38	14	39
38	37	31
32	25	4
28	8	25
35	3	22
23	20	10
17	31	19
8	47	17
32	27	42
10	14	8
43	34	15
48	3	32
44	47	15
16	37	14
28	33	4
9	27	13
26	26	47
42	38	4
18	48	19
33	50	9
36	34	40
30	46	5
19	4	43
36	29	39
11	28	48
43	9	50
5	22	47
30	3	30
16	20	40
20	49	12
49	25	33
12	28	23
14	21	30
38	25	27
45	33	41
12	17	48
9	39	27
18	29	47
22	4	8
46	47	10
47	30	4
11	15	19
19	6	24
17	49	48
14	11	8
8	27	18
46	9	49
34	40	40
37	10	47
40	42	31
22	38	8
11	13	8
40	36	43
34	10	12
25	24	30
43	40	31
11	49	16
11	17	38
22	44	30
37	8	41
18	50	3
50	47	42
31	37	41
45	34	48
35	44	25
16	13	25
48	40	5
40	19	30
27	15	31
50	34	37
36	3	17
17	29	30
30	36	23
18	35	13
42	13	41
38	42	21
33	28	20
38	42	27
29	27	23
49	44	39
46	50	44
40	24	47
3	38	28
12	3	47
37	36	16
20	5	4
35	43	13
14	46	47
32	46	18
34	36	42
37	27	39
29	29	28
15	5	37
46	45	13
11	24	37
7	12	28
44	29	34
44	23	9
31	37	32
37	46	3
23	45	7
15	43	10
23	50	13
29	8	44
41	3	11
35	10	19
47	10	46
6	24	17
43	38	21
33	29	44
17	39	36
41	21	45
33	22	33
4	18	31
13	15	46
45	7	42
25	23	42
14	6	5
32	50	39
45	45	50
25	17	42
43	50	36
21	20	29
6	46	9
32	9	25
3	39	8
7	12	49
15	36	3
19	43	13
50	25	43
19	23	26
18	47	12
43	8	31
42	22	43
3	29	50
14	30	44
23	13	10
35	44	33
12	9	13
15	36	29
21	36	41
13	39	45
17	5	46
50	11	10
17	16	39
12	42	17
44	25	6
27	26	7
38	15	44
36	40	5
37	5	29
7	34	29
15	36	4
48	7	28
17	3	44
32	33	35
32	7	16
17	19	9
18	12	37
14	41	9
16	17	24
22	9	35
39	3	40
22	16	5
47	3	31
26	41	26
50	38	37
31	44	29
21	17	36
13	17	12
49	7	40
29	45	5
30	17	11
19	17	22
4	14	33
12	21	12
41	43	19
36	28	16
11	46	38
39	32	37
34	13	39
22	16	13
20	4	40
13	12	18
19	46	20
12	3	4
32	49	31
38	19	35
28	29	16
45	36	48
28	29	7
38	12	33
45	8	17
16	47	40
21	48	12
31	16	23
39	26	46
26	23	34
14	14	5
17	34	33
49	38	7
8	21	9
28	20	28
35	39	38
12	19	24
39	26	5
40	46	30
38	11	11
22	45	41
41	7	35
18	35	12
19	17	46
25	25	31
7	40	48
46	45	8
47	11	19
14	24	35
35	35	21
22	12	47
16	3	48
36	28	10
19	45	18
27	47	35
47	44	37
49	12	31
34	46	30
38	17	22
47	25	39
9	21	11
37	44	16
22	24	47
20	25	42
4	40	48
43	20	48
17	24	42
31	27	5
16	19	43
33	35	33
50	29	7
14	22	10
4	35	45
47	20	44
50	49	31
36	9	40
10	11	23
18	22	36
47	31	35
15	40	22
44	45	23
39	24	42
3	39	37
32	4	16
42	21	26
10	34	45
7	48	11
13	13	33
5	13	48
45	14	14
36	27	35
24	11	28
8	48	4
6	42	38
19	18	25
16	31	5
14	14	47
25	9	42
9	7	20
23	33	28
49	4	35
18	9	18
4	17	14
40	38	36
34	37	35
24	19	17
26	5	13
18	38	42
50	34	17
30	20	26
3	28	33
10	15	32
10	45	4
27	21	11
45	17	29
40	32	5
10	4	32
5	22	31
14	48	49
40	9	21
38	23	42
23	41	42
45	47	27
16	22	27
40	17	12
18	37	23
13	35	38
7	42	27
32	15	4
6	48	5
38	34	49
46	38	40
35	32	8
46	8	4
50	8	5
50	24	19
22	23	6
49	6	15
4	20	44
23	34	42
5	13	4
23	9	44
33	14	19
26	33	26
11	21	30
47	22	6
23	45	19
8	3	29
26	17	20
29	34	21
48	33	5
12	18	21
19	30	38
12	20	33
21	11	33
30	41	38
43	39	5
41	3	30
18	46	38
10	35	48
24	40	46
31	19	8
16	6	37
35	8	23
39	21	36
37	26	12
36	42	30
33	4	38
10	39	34
45	41	46
17	40	42
14	8	40
43	7	19
42	12	20
45	11	48
34	38	5
49	29	9
20	34	15
31	16	33
14	8	9
12	37	6
49	49	13
36	5	22
40	22	40
30	21	24
49	48	4
41	28	26
40	3	39
7	15	48
24	36	27
25	38	32
40	8	50
8	47	50
21	21	33
7	40	11
24	29	28
29	29	31
5	19	18
3	29	15
28	39	31
24	29	12
17	24	23
36	32	32
47	16	35
16	40	46
44	19	39
14	29	29
16	28	40
8	35	20
35	42	39
25	44	32
41	3	3
14	16	34
11	50	33
42	29	12
38	3	44
31	29	5
38	5	48
32	26	38
35	42	27
45	10	50
37	39	4
18	33	45
34	37	29
10	16	32
48	42	11
22	19	32
12	35	9
14	26	11
43	16	42
42	33	45
4	45	17
41	24	18
15	20	43
37	22	21
21	49	44
13	42	48
30	40	44
22	19	50
44	15	26
12	47	7
46	29	34
28	25	4
14	39	25
14	6	25
47	48	12
16	11	34
47	30	14
19	14	37
15	4	40
18	18	32
47	46	34
15	33	19
3	38	22
5	12	15
8	16	33
49	26	10
41	11	6
16	27	47
42	35	32
29	20	23
37	50	26
7	17	16
12	3	26
38	11	48
43	31	18
45	33	20
48	27	27
46	7	18
8	31	12
3	42	28
28	37	29
30	17	34
20	38	7
40	17	48
26	38	13
30	37	16
19	5	26
29	47	46
47	29	28
19	45	3
33	34	29
16	20	44
6	16	7
16	20	20
43	47	26
13	7	22
3	40	40
37	29	18
23	12	25
24	42	7
6	31	47
44	21	46
6	23	30
45	33	14
6	10	3
16	39	20
4	37	32
16	33	48
22	9	40
45	45	21
23	42	45
4	46	10
3	29	22
28	30	27
43	28	5
44	17	32
43	6	38
33	13	11
49	28	47
48	29	31
22	35	37
40	50	37
28	7	30
29	8	40
48	18	39
32	38	22
39	32	3
29	8	13
31	26	50
37	7	25
18	12	42
8	18	31
43	5	22
6	48	13
9	7	19
15	39	21
44	33	49
39	11	17
12	24	11
50	17	33
13	20	50
36	28	23
7	11	29
47	30	14
33	44	45
35	31	46
36	41	20
3	37	46
37	49	12
10	25	25
17	43	38
25	38	45
20	3	31
8	38	18
35	28	27
8	45	7
7	4	8
35	35	11
5	24	49
26	31	33
7	40	14
9	15	43
25	33	32
23	34	47
6	16	50
24	6	27
34	5	39
41	22	16
26	16	20
49	27	16
42	11	6
42	23	37
34	24	45
5	24	42
12	41	46
16	25	22
21	4	14
42	26	20
17	41	5
36	38	20
12	22	42
36	16	46
12	29	4
46	6	35
15	24	43
42	35	39
31	47	31
12	11	28
3	36	11
42	14	10
45	32	12
27	26	49
21	41	19
34	23	4
22	21	6
46	22	9
22	30	16
40	48	18
20	22	38
25	38	6
26	9	43
38	16	4
3	18	24
21	36	36
10	36	22
27	46	19
23	5	15
50	15	48
37	37	42
27	41	14
22	3	39
14	32	28
25	18	29
49	7	36
6	6	18
16	32	29
48	44	27
24	29	3
4	38	38
41	9	23
12	10	48
4	33	7
45	3	36
29	48	12
20	24	29
28	24	23
48	49	31
44	11	12
32	3	21
18	18	48
21	11	15
29	6	5
34	34	37
4	39	44
42	7	16
23	5	45
6	3	16
28	28	45
31	17	39
8	33	26
5	13	29
9	30	17
33	31	19
5	40	11
34	47	21
45	23	4
12	21	40
21	29	15
6	40	16
22	6	19
14	10	7
22	30	29
13	6	50
30	16	45
43	47	33
4	37	49
17	39	32
24	10	7
17	27	29
40	25	39
32	30	37
24	10	43
5	12	10
4	46	31
39	23	18
34	48	47
34	4	19
47	29	24
24	48	25
34	30	43
7	47	15
28	23	16
43	42	14
47	50	25
11	43	44
39	37	16
20	26	48
47	37	15
43	11	26
43	20	50
50	29	13
39	48	34
34	34	20
8	29	36
50	46	36
41	17	6
31	26	40
10	34	40
28	13	38
13	32	46
15	9	12
41	38	22
5	7	12
33	26	43
27	31	13
43	20	10
30	28	34
48	12	4
8	16	11
29	43	33
19	37	12
21	42	41
42	18	46
35	13	49
47	29	24
10	5	39
21	36	30
5	41	12
23	4	43
44	14	19
27	16	14
20	49	38
49	11	42
33	16	8
17	20	47
44	25	47
20	25	14
21	31	29
28	7	6
43	49	22
29	8	18
8	42	43
26	27	24
6	27	20
18	44	47
49	31	30
32	3	31
44	5	28
7	5	6
40	17	31
47	32	47
25	27	38
41	21	33
5	46	20
40	24	15
14	47	44
45	41	33
23	20	20
36	7	43
39	37	47
21	29	35
42	14	47
13	3	17
16	41	30
46	7	45
38	23	5
39	18	39
28	20	27
13	11	18
23	35	35
3	5	16
47	24	23
47	27	10
42	41	6
4	30	14
26	33	37
16	25	49
42	4	48
46	3	22
12	11	18
27	10	28
35	21	8
19	30	34
44	37	13
32	25	45
47	7	5
31	35	26
35	10	37
4	8	24
17	45	44
30	38	18
43	24	7
14	42	21
3	14	39
36	34	49
40	10	48
36	41	9
37	14	12
19	49	35
32	50	36
46	28	31
39	37	10
46	27	4
19	40	14
29	26	39
41	29	45
32	13	10
16	21	44
22	13	4
50	38	47
46	28	17
23	27	32
23	29	12
47	15	8
12	26	35
30	8	4
45	49	32
14	16	15
33	25	47
35	40	8
20	23	50
21	33	21
32	33	35
50	24	18
27	42	16
38	28	14
3	20	23
45	6	19
14	33	34
47	7	31
8	46	30
12	14	29
26	10	26
50	20	19
48	14	11
46	13	44
5	3	45
24	26	47
24	29	38
46	16	28
3	25	44
14	36	15
21	4	5
49	37	40
10	14	5
47	23	8
23	12	14
36	5	40
43	4	24
12	50	34
36	9	45
24	21	8
42	35	31
33	28	26
26	7	26
24	28	31
25	37	10
42	19	32
25	43	34
39	4	35
45	29	17
13	49	8
19	25	3
15	30	39
25	31	50
4	39	13
45	14	14
45	32	17
20	8	17
21	26	20
29	47	30
8	22	9
17	29	34
23	43	35
20	22	27
36	8	45
37	8	17
46	10	17
36	18	10
21	29	13
31	29	30
21	46	24
16	48	43
10	37	3
18	18	4
27	5	23
6	6	21
49	31	23
16	39	40
21	11	36
33	30	20
20	17	36
6	42	3
45	4	42
26	18	9
6	22	20
46	45	37
16	22	19
6	43	37
8	30	18
41	13	22
23	41	34
46	24	20
17	48	3
38	50	21
30	13	9
25	24	9
33	47	14
10	31	49
8	9	13
19	13	17
32	12	29
22	30	41
5	20	49
14	11	24
25	7	30
38	21	50
20	15	11
27	49	43
50	3	8
18	11	6
15	46	35
13	37	3
17	32	49
41	40	40
28	40	25
14	25	36
42	44	44
22	39	34
38	24	23
48	49	44
11	32	43
