Tick PD1 PD2 PD3
0166 019 198 199
0167 019 198 199
0168 019 198 199
0169 019 198 199
0170 019 198 199
0171 019 198 199
0172 019 198 199
0173 019 198 199
0174 019 198 199
0175 019 198 199
0176 019 198 199
0177 018 198 199
0178 018 198 199
0179 018 198 199
0180 018 198 199
0181 018 198 199
0182 018 198 199
0183 018 198 199
0184 017 198 199
0185 017 198 198
0186 017 198 199
0187 017 198 199
0188 017 198 199
0189 016 198 199
0190 016 198 199
0191 015 198 199
0192 015 198 199
0193 015 198 199
0194 014 198 199
0195 014 198 199
0196 013 198 199
0197 013 198 199
0198 012 198 199
0199 011 198 199
0200 011 198 199
0201 010 198 199
0202 009 198 199
0203 008 198 199
0204 008 198 199
0205 007 198 199
0206 006 198 199
0207 005 198 199
0208 005 198 199
0209 004 198 199
0210 004 198 199
0211 003 198 199
0212 003 198 199
0213 002 198 199
0214 002 198 199
0215 002 198 199
0216 001 198 199
0217 001 198 199
0218 001 198 199
0219 001 198 199
0220 000 198 199
0221 000 198 199
0222 000 198 199
0223 000 198 199
0224 000 197 198
0225 000 198 199
0226 000 198 199
0227 000 198 199
0228 000 197 199
0229 000 198 199
0230 000 198 199
0231 000 198 199
0232 000 198 199
0233 000 198 199
0234 000 197 198
0235 000 198 199
0236 000 198 199
0237 000 198 199
0238 000 198 199
0239 000 198 199
0240 000 198 199
0241 000 198 199
0242 000 198 199
0243 000 198 199
0244 000 198 199
0245 000 198 199
0246 000 198 199
0247 000 198 199
0248 000 198 199
0249 000 198 199
0250 000 198 199
0251 000 198 199
0252 000 198 199
0253 000 198 199
0254 000 198 199
0255 000 198 199
0256 000 198 199
0257 000 198 199
0258 000 198 199
0259 000 198 199
0260 000 198 199
0261 000 198 199
0262 000 198 199
0263 000 198 199
0264 000 198 199
0265 000 198 199
0266 000 198 199
0267 000 198 199
0268 000 198 199
0269 000 198 199
0270 000 198 199
0271 001 198 199
0272 001 198 199
0273 001 198 199
0274 002 198 199
0275 002 198 199
0276 003 198 199
0277 004 198 199
0278 005 198 199
0279 007 198 199
0280 008 198 199
0281 011 198 199
0282 014 198 199
0283 018 198 199
0284 023 198 199
0285 029 198 199
0286 036 198 199
0287 044 198 199
0288 054 198 199
0289 064 198 199
0290 075 198 199
0291 087 198 199
0292 098 198 199
0293 111 198 199
0294 122 198 199
0295 135 199 199
0296 149 199 199
0297 164 199 199
0298 178 199 199
0299 189 199 199
0300 197 199 199
0301 199 199 199
0302 199 199 199
0303 199 199 199
0304 199 199 199
0305 199 199 199
0306 199 199 199
0307 199 199 199
0308 199 199 199
0309 199 199 199
0310 199 199 199
0311 199 199 199
0312 199 199 199
0313 199 199 199
0314 199 199 199
0315 199 199 199
0316 199 199 199
0317 199 199 199
0318 199 199 199
0319 199 199 199
0320 199 199 199
0321 199 199 199
0322 199 199 199
0323 199 199 199
0324 199 199 199
0325 199 199 199
0326 199 199 199
0327 199 199 199
0328 199 199 199
0329 199 199 199
0330 199 199 199
0331 199 199 199
0332 199 199 199
0333 199 199 199
0334 199 199 199
0335 199 199 199
0336 199 199 199
0337 199 199 199
0338 199 199 199
0339 199 199 199
0340 199 199 199
0341 199 199 199
0342 199 199 199
0343 199 199 199
0344 199 199 199
0345 199 199 199
0346 199 199 199
0347 199 199 199
0348 199 199 199
0349 199 199 199
0350 199 199 199
0351 199 199 199
0352 199 199 199
0353 199 199 199
0354 199 199 199
0355 199 199 199
0356 199 199 199
0357 199 199 199
0358 199 199 199
0359 199 199 199
0360 199 199 199
0361 199 199 199
0362 199 199 199
0363 199 199 199
0364 199 199 199
0365 199 199 199
0366 199 199 199
0367 199 199 199
0368 199 199 199
0369 199 199 199
0370 199 199 199
0371 199 199 199
0372 199 199 199
0373 199 199 199
0374 199 199 199
0375 199 199 199
0376 199 199 199
0377 199 199 199
0378 199 199 199
0379 199 199 199
0380 199 199 199
0381 199 199 199
0382 199 199 199
0383 199 199 199
0384 199 199 199
0385 199 199 199
0386 199 199 199
0387 199 199 199
0388 199 199 199
0389 199 199 199
0390 199 199 199
0391 199 199 199
0392 199 199 199
0393 199 199 199
0394 199 199 199
0395 199 199 199
0396 199 199 199
0397 199 199 199
0398 199 199 199
0399 199 199 199
0400 199 199 199
0401 199 199 199
0402 199 199 199
0403 199 199 199
0404 199 199 199
0405 199 199 199
0406 199 199 199
0407 199 199 199
0408 199 199 199
0409 199 199 199
0410 199 199 199
0411 199 199 199
0412 199 199 199
0413 199 199 199
0414 199 199 199
0415 199 199 199
0416 199 199 199
0417 199 199 199
0418 199 199 199
0419 199 199 199
0420 199 199 199
0421 199 199 199
0422 199 199 199
0423 195 199 199
0424 191 199 199
0425 188 199 199
0426 185 199 199
0427 183 199 199
0428 182 199 199
0429 181 199 199
0430 180 199 199
0431 180 199 199
0432 180 199 199
0433 179 199 199
0434 180 199 199
0435 180 199 199
0436 180 199 199
0437 180 199 199
0438 180 199 199
0439 180 199 199
0440 180 199 199
0441 180 199 199
0442 180 199 199
0443 180 199 199
0444 181 199 199
0445 181 199 199
0446 181 199 199
0447 181 199 199
0448 181 199 199
0449 181 199 199
0450 181 199 199
0451 181 199 199
0452 181 199 199
0453 181 199 199
0454 181 199 199
0455 181 199 199
0456 181 199 199
0457 181 199 199
0458 181 199 199
0459 181 199 199
0460 181 199 199
0461 181 199 199
0462 181 199 199
0463 181 199 199
0464 181 199 199
0465 181 199 199
0466 181 199 199
0467 181 199 199
0468 181 199 199
0469 181 199 199
0470 181 199 199
0471 181 199 199
0472 181 199 199
0473 181 199 199
0474 181 199 199
0475 180 199 199
0476 181 199 199
0477 181 199 199
0478 181 199 199
0479 181 199 199
0480 181 199 199
0481 181 199 199
0482 181 199 199
0483 181 199 199
0484 181 199 199
0485 181 199 199
0486 181 199 199
0487 181 199 199
0488 181 199 199
0489 181 199 199
0490 181 199 199
0491 181 199 199
0492 180 199 199
0493 180 199 199
0494 180 199 199
0495 180 199 199
0496 179 199 199
0497 179 199 199
0498 178 199 199
0499 177 199 199
0500 176 199 199
0501 175 199 199
0502 173 199 199
0503 170 199 199
0504 167 199 199
0505 163 199 199
0506 158 199 199
0507 152 199 199
0508 146 199 199
0509 139 199 199
0510 132 199 199
0511 124 198 199
0512 113 198 199
0513 102 198 199
0514 092 198 199
0515 083 198 199
0516 075 198 199
0517 068 198 199
0518 063 198 199
0519 058 198 199
0520 055 198 199
0521 053 198 199
0522 051 198 199
0523 050 198 199
0524 049 198 199
0525 048 198 199
0526 048 198 199
0527 048 198 199
0528 047 198 199
0529 047 198 199
0530 047 198 199
0531 047 198 199
0532 047 198 199
0533 046 198 199
0534 046 198 199
0535 046 198 199
0536 046 198 199
0537 046 198 199
0538 046 198 199
0539 046 198 199
0540 046 198 199
0541 046 198 199
0542 046 198 199
0543 046 198 199
0544 046 198 199
0545 046 198 199
0546 046 198 199
0547 046 198 199
0548 046 198 199
0549 046 198 199
0550 047 198 199
0551 047 198 199
0552 048 198 199
0553 050 198 199
0554 053 198 199
0555 056 198 199
0556 061 198 199
0557 067 198 199
0558 074 198 199
0559 083 198 199
0560 093 198 199
0561 105 198 199
0562 117 198 199
0563 130 199 199
0564 143 199 199
0565 155 199 199
0566 167 199 199
0567 176 199 199
0568 185 199 199
0569 192 199 199
0570 199 199 199
0571 199 199 199
0572 199 199 199
0573 199 199 199
0574 199 199 199
0575 199 199 199
0576 199 199 199
0577 199 199 199
0578 199 199 199
0579 199 199 199
0580 199 199 199
0581 199 199 199
0582 199 199 199
0583 199 199 199
0584 199 199 199
0585 199 199 199
0586 199 199 199
0587 199 199 199
0588 199 199 199
0589 199 199 199
0590 199 199 199
0591 199 199 199
0592 199 199 199
0593 199 199 199
0594 199 199 199
0595 199 199 199
0596 199 199 199
0597 199 199 199
0598 199 199 199
0599 199 199 199
0600 199 199 199
0601 199 199 199
0602 199 199 199
0603 199 199 199
0604 199 199 199
0605 199 199 199
0606 199 199 199
0607 199 199 199
0608 199 199 199
0609 199 199 199
0610 199 199 199
0611 199 199 199
0612 199 199 199
0613 199 199 199
0614 199 199 199
0615 199 199 199
0616 199 199 199
0617 199 199 199
0618 199 199 199
0619 199 199 199
0620 199 199 199
0621 199 199 199
0622 199 199 199
0623 199 199 199
0624 199 199 199
0625 199 199 199
0626 199 199 199
0627 199 199 199
0628 199 199 199
0629 199 199 199
0630 199 199 199
0631 199 199 199
0632 199 199 199
0633 199 199 199
0634 199 199 199
0635 199 199 199
0636 199 199 199
0637 199 199 199
0638 199 199 199
0639 199 199 199
0640 199 199 199
0641 199 199 199
0642 199 199 199
0643 199 199 199
0644 199 199 199
0645 199 199 199
0646 199 199 199
0647 199 199 199
0648 199 199 199
0649 199 199 199
0650 193 199 199
0651 182 199 199
0652 168 199 199
0653 153 199 199
0654 136 199 199
0655 120 198 199
0656 105 198 199
0657 092 198 199
0658 080 198 199
0659 071 198 199
0660 063 198 199
0661 057 198 199
0662 053 198 199
0663 051 198 199
0664 049 198 199
0665 048 198 199
0666 048 198 199
0667 047 198 199
0668 047 198 199
0669 046 198 199
0670 046 198 199
0671 046 198 199
0672 046 198 199
0673 045 198 199
0674 045 198 199
0675 045 198 199
0676 045 198 199
0677 045 198 199
0678 045 198 199
0679 045 198 199
0680 045 198 199
0681 045 198 199
0682 045 198 199
0683 045 198 199
0684 045 198 199
0685 045 198 199
0686 045 198 199
0687 045 198 199
0688 045 198 199
0689 045 198 199
0690 045 198 199
0691 045 198 199
0692 046 198 199
0693 045 198 199
0694 045 198 199
0695 045 198 199
0696 045 198 199
0697 045 198 199
0698 045 198 199
0699 045 198 199
0700 045 198 199
0701 045 198 199
0702 045 198 199
0703 045 198 199
0704 045 198 199
0705 045 198 199
0706 045 198 199
0707 044 198 199
0708 044 198 199
0709 044 198 199
0710 044 198 199
0711 044 198 199
0712 044 198 199
0713 044 198 199
0714 044 198 199
0715 043 198 199
0716 043 198 199
0717 043 198 199
0718 043 198 199
0719 042 198 199
0720 042 198 199
0721 041 198 199
0722 041 198 199
0723 040 198 199
0724 039 198 199
0725 038 198 199
0726 037 198 199
0727 036 198 199
0728 035 198 199
0729 033 198 199
0730 032 198 199
0731 031 198 199
0732 029 198 199
0733 028 198 199
0734 026 198 199
0735 024 198 199
0736 023 198 199
0737 021 198 199
0738 019 198 199
0739 017 198 199
0740 015 198 199
0741 014 198 199
0742 012 198 199
0743 011 198 199
0744 010 198 199
0745 009 198 199
0746 008 198 199
0747 007 198 199
0748 006 198 199
0749 005 198 199
0750 005 198 199
0751 004 198 199
0752 003 198 199
0753 003 198 199
0754 002 198 199
0755 002 198 199
0756 002 198 199
0757 002 198 199
0758 001 198 199
0759 001 198 199
0760 001 198 199
0761 001 198 199
0762 001 198 199
0763 001 198 199
0764 001 198 199
0765 001 198 199
0766 001 198 199
0767 001 198 199
0768 001 198 199
0769 001 198 199
0770 002 198 199
0771 002 198 199
0772 002 198 199
0773 002 198 199
0774 003 198 199
0775 003 198 199
0776 003 198 199
0777 004 198 199
0778 004 198 199
0779 005 198 199
0780 005 198 199
0781 006 198 199
0782 006 198 199
0783 007 198 199
0784 008 198 199
0785 008 198 199
0786 009 198 199
0787 010 198 199
0788 011 198 199
0789 011 198 199
0790 012 198 199
0791 013 198 199
0792 014 198 199
0793 014 198 199
0794 015 198 199
0795 016 198 199
0796 017 198 199
0797 018 198 199
0798 018 198 199
0799 019 198 199
0800 019 198 199
0801 019 198 199
0802 020 198 199
0803 020 198 199
0804 020 198 199
0805 021 198 199
0806 021 198 199
0807 021 198 199
0808 021 198 199
0809 021 198 199
0810 022 198 199
0811 022 198 199
0812 022 198 199
0813 022 198 199
0814 022 198 199
0815 022 198 199
0816 022 198 199
0817 022 198 199
0818 022 198 199
0819 022 198 199
0820 022 198 199
0821 022 198 199
0822 022 198 199
0823 022 198 199
0824 022 198 199
0825 022 198 199
0826 022 198 199
0827 022 198 199
0828 022 198 199
0829 022 198 199
0830 022 198 199
0831 022 198 199
0832 022 198 199
0833 022 198 199
0834 022 198 199
0835 022 198 199
0836 023 198 199
0837 023 198 199
0838 023 198 199
0839 023 198 199
0840 023 198 199
0841 024 198 199
0842 024 198 199
0843 024 198 199
0844 025 198 199
0845 025 198 199
0846 026 198 199
0847 026 198 199
0848 027 198 199
0849 029 198 199
0850 031 198 199
0851 034 198 199
0852 038 198 199
0853 043 198 199
0854 049 198 199
0855 057 198 199
0856 065 198 199
0857 074 198 199
0858 085 198 199
0859 095 198 199
0860 106 198 199
0861 117 198 199
0862 126 198 199
0863 135 199 199
0864 143 199 199
0865 149 199 199
0866 155 199 199
0867 159 199 199
0868 163 199 199
0869 166 199 199
0870 169 199 199
0871 171 199 199
0872 172 199 199
0873 174 199 199
0874 175 199 199
0875 175 199 199
0876 177 199 199
0877 177 199 199
0878 178 199 199
0879 179 199 199
0880 179 199 199
0881 180 199 199
0882 180 199 199
0883 180 199 199
0884 180 199 199
0885 180 199 199
0886 180 199 199
0887 180 199 199
0888 180 199 199
0889 180 199 199
0890 180 199 199
0891 180 199 199
0892 181 198 199
0893 181 199 199
0894 181 199 199
0895 181 199 199
0896 181 199 199
0897 181 199 199
0898 181 199 199
0899 181 199 199
0900 181 199 199
0901 181 199 199
0902 181 199 199
0903 181 199 199
0904 181 199 199
0905 181 199 199
0906 181 199 199
0907 181 199 199
0908 181 199 199
0909 181 199 199
0910 181 199 199
0911 181 199 199
0912 181 199 199
0913 182 199 199
0914 181 199 199
0915 181 199 199
0916 182 199 199
0917 181 198 199
0918 181 199 199
0919 181 199 199
0920 182 199 199
0921 181 199 199
0922 181 199 199
0923 181 199 199
0924 181 199 199
0925 181 199 199
0926 181 199 199
0927 181 199 199
0928 180 199 199
0929 179 199 199
0930 178 199 199
0931 176 199 199
0932 174 199 199
0933 172 199 199
0934 169 199 199
0935 166 199 199
0936 163 199 199
0937 160 199 199
0938 157 199 199
0939 155 199 199
0940 152 199 199
0941 150 199 199
0942 148 199 199
0943 146 199 199
0944 144 199 199
0945 143 199 199
0946 142 199 199
0947 141 199 199
0948 141 199 199
0949 141 199 199
0950 141 199 199
0951 141 199 199
0952 141 199 199
0953 141 199 199
0954 141 199 199
0955 142 199 199
0956 142 199 199
0957 142 199 199
0958 142 199 199
0959 142 199 199
0960 142 199 199
0961 142 199 199
0962 142 199 199
0963 142 199 199
0964 142 199 199
0965 142 199 199
0966 142 199 199
0967 142 199 199
0968 142 199 199
0969 142 199 199
0970 142 199 199
0971 142 199 199
0972 142 199 199
0973 142 199 199
0974 142 199 199
0975 142 199 199
0976 142 199 199
0977 142 199 199
0978 142 199 199
0979 141 199 199
0980 141 199 199
0981 140 199 199
0982 140 199 199
0983 139 199 199
0984 138 199 199
0985 136 199 199
0986 134 199 199
0987 132 199 199
0988 129 199 199
0989 125 198 199
0990 122 198 199
0991 118 198 199
0992 113 198 199
0993 109 198 199
0994 104 198 199
0995 100 198 199
0996 096 198 199
0997 092 198 199
0998 088 198 199
0999 084 198 199
1000 081 198 199
1001 078 198 199
1002 075 198 199
1003 074 198 199
1004 072 198 199
1005 072 198 199
1006 071 198 199
1007 071 198 199
1008 070 198 199
1009 070 198 199
1010 070 198 199
1011 070 198 199
1012 070 198 199
1013 070 198 199
1014 070 198 199
1015 070 198 199
1016 070 198 199
1017 070 198 199
1018 070 198 199
1019 070 198 199
1020 070 198 199
1021 070 198 199
1022 070 198 199
1023 070 198 199
1024 070 198 199
1025 070 198 199
1026 070 198 199
1027 070 198 199
1028 070 198 199
1029 070 198 199
1030 070 198 199
1031 070 198 199
1032 070 198 199
1033 070 198 199
1034 070 198 199
1035 070 198 199
1036 070 198 199
1037 070 198 199
1038 070 198 199
1039 070 198 199
1040 070 198 199
1041 070 198 199
1042 070 198 199
1043 070 198 199
1044 070 198 199
1045 070 198 199
1046 070 198 199
1047 070 198 199
1048 070 198 199
1049 070 198 199
1050 070 198 199
1051 070 198 199
1052 070 198 199
1053 070 198 199
1054 070 198 199
1055 070 198 199
1056 070 198 199
1057 070 198 199
1058 069 198 199
1059 069 198 199
1060 069 198 199
1061 069 198 199
1062 069 198 199
1063 069 198 199
1064 069 198 199
1065 069 198 199
1066 069 198 199
1067 069 198 199
1068 069 198 199
1069 069 198 199
1070 069 198 199
1071 070 198 199
1072 071 198 199
1073 072 198 199
1074 074 198 199
1075 076 198 199
1076 080 198 199
1077 084 198 199
1078 090 198 199
1079 097 198 199
1080 105 198 199
1081 115 198 199
1082 128 199 199
1083 141 199 199
1084 155 199 199
1085 167 199 199
1086 179 199 199
1087 189 199 199
1088 198 199 199
1089 199 199 199
1090 199 199 199
1091 199 199 199
1092 199 199 199
1093 199 199 199
1094 199 199 199
1095 199 199 199
1096 199 199 199
1097 199 199 199
1098 199 199 199
1099 199 199 199
1100 199 199 199
1101 199 199 199
1102 199 199 199
1103 199 199 199
1104 199 199 199
1105 199 199 199
1106 199 199 199
1107 199 199 199
1108 199 199 199
1109 199 199 199
1110 199 199 199
1111 199 199 199
1112 199 199 199
1113 199 199 199
1114 199 199 199
1115 199 199 199
1116 199 199 199
1117 199 199 199
1118 199 199 199
1119 199 199 199
1120 199 199 199
1121 199 199 199
1122 199 199 199
1123 199 199 199
1124 199 199 199
1125 199 199 199
1126 199 199 199
1127 199 199 199
1128 199 199 199
1129 199 199 199
1130 199 199 199
1131 199 199 199
1132 199 199 199
1133 199 199 199
1134 199 199 199
1135 199 199 199
1136 199 199 199
1137 199 199 199
1138 199 199 199
1139 199 199 199
1140 199 199 199
1141 199 199 199
1142 199 199 199
1143 199 199 199
1144 199 199 199
1145 199 199 199
1146 199 199 199
1147 199 199 199
1148 199 199 199
1149 199 199 199
1150 199 199 199
1151 199 199 199
1152 199 199 199
1153 199 199 199
1154 199 199 199
1155 199 199 199
1156 199 199 199
1157 199 199 199
1158 199 199 199
1159 199 199 199
1160 199 199 199
1161 199 199 199
1162 199 199 199
1163 199 199 199
1164 195 199 199
1165 187 199 199
1166 178 199 199
1167 167 199 199
1168 156 199 199
1169 144 199 199
1170 132 199 199
1171 120 198 199
1172 109 198 199
1173 098 198 199
1174 088 198 199
1175 080 198 199
1176 072 198 199
1177 066 198 199
1178 060 198 199
1179 055 198 199
1180 052 198 199
1181 048 198 199
1182 045 198 199
1183 044 198 199
1184 043 198 199
1185 042 198 199
1186 042 198 199
1187 041 198 199
1188 041 198 199
1189 041 198 199
1190 040 198 199
1191 040 198 199
1192 040 198 199
1193 040 198 199
1194 040 198 199
1195 040 198 199
1196 040 198 199
1197 040 198 199
1198 040 198 199
1199 040 198 199
1200 040 198 199
1201 040 198 199
1202 040 198 199
1203 040 198 199
1204 040 198 199
1205 040 198 199
1206 040 198 199
1207 040 198 199
1208 040 198 199
1209 040 198 199
1210 040 198 199
1211 041 198 199
1212 040 198 199
1213 040 198 199
1214 040 198 199
1215 041 198 199
1216 041 198 199
1217 040 198 199
1218 041 198 199
1219 041 198 199
1220 041 198 199
1221 041 198 199
1222 041 198 199
1223 041 198 199
1224 041 198 199
1225 041 198 199
1226 041 198 199
1227 041 198 199
1228 041 198 199
1229 041 198 199
1230 041 198 199
1231 041 198 199
1232 041 198 199
1233 041 198 199
1234 041 198 199
1235 041 198 199
1236 041 198 199
1237 041 198 199
1238 041 198 199
1239 041 198 199
1240 041 198 199
1241 041 198 199
1242 041 198 199
1243 041 198 199
1244 041 198 199
1245 041 198 199
1246 041 198 199
1247 041 198 199
1248 041 198 199
1249 040 198 199
1250 040 198 199
1251 040 198 199
1252 040 198 199
1253 039 198 199
1254 039 198 199
1255 039 198 199
1256 038 198 199
1257 038 198 199
1258 037 198 199
1259 037 198 199
1260 036 198 199
1261 035 198 199
1262 034 198 199
1263 033 198 199
1264 032 198 199
1265 031 198 199
1266 030 198 199
1267 029 198 199
1268 028 198 199
1269 027 198 199
1270 026 198 199
1271 026 198 199
1272 025 198 199
1273 025 198 199
1274 024 198 199
1275 024 198 199
1276 023 198 199
1277 023 198 199
1278 023 198 199
1279 022 198 199
1280 022 198 199
1281 022 198 199
1282 022 198 199
1283 022 198 199
1284 022 198 199
1285 021 198 199
1286 021 198 199
1287 021 198 199
1288 021 198 199
1289 021 198 199
1290 021 198 199
1291 021 198 199
1292 021 198 199
1293 021 198 199
1294 021 198 199
1295 021 198 199
1296 021 198 199
1297 021 198 199
1298 021 198 199
1299 021 198 199
1300 021 198 199
1301 021 198 199
1302 021 198 199
1303 021 198 199
1304 021 198 199
1305 021 198 199
1306 021 198 199
1307 021 198 199
1308 021 198 199
1309 021 198 199
1310 021 198 199
1311 021 198 199
1312 021 198 199
1313 021 198 199
1314 021 198 199
1315 021 198 199
1316 021 198 199
1317 021 198 199
1318 021 198 199
1319 021 198 199
1320 021 198 199
1321 021 198 199
1322 021 198 199
1323 021 198 199
1324 021 198 199
1325 021 198 199
1326 021 198 199
1327 021 198 199
1328 021 198 199
1329 021 198 199
1330 021 198 199
1331 021 198 199
1332 021 198 199
1333 021 198 199
1334 021 198 199
1335 021 198 199
1336 021 198 199
1337 022 198 199
1338 022 198 199
1339 022 198 199
1340 022 198 199
1341 022 198 199
1342 023 198 199
1343 023 198 199
1344 023 198 199
1345 024 198 199
1346 024 198 199
1347 025 198 199
1348 026 198 199
1349 027 198 199
1350 028 198 199
1351 029 198 199
1352 032 198 199
1353 035 198 199
1354 039 198 199
1355 044 198 199
1356 049 198 199
1357 053 198 199
1358 056 198 199
1359 060 198 199
1360 064 198 199
1361 068 198 199
1362 075 198 199
1363 084 198 199
1364 092 198 199
1365 100 198 199
1366 107 198 199
1367 114 198 199
1368 119 198 199
1369 124 198 199
1370 128 199 199
1371 131 199 199
1372 133 199 199
1373 135 199 199
1374 136 199 199
1375 137 199 199
1376 138 199 199
1377 139 199 199
1378 140 199 199
1379 140 199 199
1380 140 199 199
1381 141 199 199
1382 141 199 199
1383 141 199 199
1384 141 199 199
1385 141 199 199
1386 142 199 199
1387 142 199 199
1388 142 199 199
1389 142 199 199
1390 142 199 199
1391 142 199 199
1392 142 199 199
1393 142 199 199
1394 142 199 199
1395 142 199 199
1396 142 199 199
1397 142 199 199
1398 142 199 199
1399 142 199 199
1400 142 199 199
1401 142 199 199
1402 142 199 199
1403 142 199 199
1404 142 199 199
1405 142 199 199
1406 142 199 199
1407 142 199 199
1408 142 199 199
1409 142 199 199
1410 142 199 199
1411 142 199 199
1412 142 199 199
1413 142 199 199
1414 142 199 199
1415 142 199 199
1416 142 199 199
1417 142 199 199
1418 142 199 199
1419 142 199 199
1420 142 199 199
1421 142 199 199
1422 142 199 199
1423 142 198 199
1424 142 199 199
1425 143 199 199
1426 143 199 199
1427 143 199 199
1428 143 199 199
1429 143 199 199
1430 143 199 199
1431 143 199 199
1432 143 199 199
1433 143 199 199
1434 143 199 199
1435 142 199 199
1436 142 199 199
1437 142 199 199
1438 142 199 199
1439 141 199 199
1440 141 199 199
1441 141 199 199
1442 141 199 199
1443 140 199 199
1444 140 199 199
1445 139 199 199
1446 138 199 199
1447 137 199 199
1448 135 199 199
1449 133 199 199
1450 131 199 199
1451 128 199 199
1452 123 198 199
1453 119 198 199
1454 115 198 199
1455 112 198 199
1456 109 198 199
1457 108 198 199
1458 106 198 199
1459 106 198 199
1460 105 198 199
1461 105 198 199
1462 104 198 199
1463 104 198 199
1464 104 198 199
1465 104 198 199
1466 104 198 199
1467 104 198 199
1468 104 198 199
1469 104 198 199
1470 103 198 199
1471 103 198 199
1472 103 198 199
1473 103 198 199
1474 103 198 199
1475 103 198 199
1476 103 198 199
1477 103 198 199
1478 103 198 199
1479 103 198 199
1480 103 198 199
1481 103 198 199
1482 103 198 199
1483 103 198 199
1484 103 198 199
1485 103 198 199
1486 103 198 199
1487 103 198 199
1488 103 198 199
1489 103 198 199
1490 103 198 199
1491 103 198 199
1492 103 198 199
1493 103 198 199
1494 103 198 199
1495 103 198 199
1496 103 198 199
1497 103 198 199
1498 103 198 199
1499 103 198 199
